0
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 5849, Loan Amount: Unknown, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 19730, Loan Amount: 570.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 15759, Loan Amount: 55.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5185, Loan Amount: 155.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 9323, Loan Amount: 380.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3062, Loan Amount: 111.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2764, Loan Amount: 110.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4817, Loan Amount: 120.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 8750, Loan Amount: 130.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4310, Loan Amount: 130.0, Credit History: Unknown, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3069, Loan Amount: 71.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5391, Loan Amount: 130.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3333, Loan Amount: 128.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 5941, Loan Amount: 296.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 6000, Loan Amount: 156.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 7167, Loan Amount: 128.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4566, Loan Amount: 100.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3667, Loan Amount: 113.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 2346, Loan Amount: 132.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3010, Loan Amount: Unknown, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2333, Loan Amount: 136.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5488, Loan Amount: 125.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 9167, Loan Amount: 185.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 9504, Loan Amount: 275.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2583, Loan Amount: 120.0, Credit History: Unknown, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 1993, Loan Amount: 113.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3100, Loan Amount: 113.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3276, Loan Amount: 135.0, Credit History: Unknown, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3180, Loan Amount: 71.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3033, Loan Amount: 95.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 3902, Loan Amount: 109.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 1500, Loan Amount: 103.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2889, Loan Amount: 45.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 2755, Loan Amount: 65.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2500, Loan Amount: 103.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 1963, Loan Amount: 53.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 7441, Loan Amount: 194.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 4547, Loan Amount: 115.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2167, Loan Amount: 115.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 2213, Loan Amount: 66.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 8300, Loan Amount: 152.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 81000, Loan Amount: 360.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 3867, Loan Amount: 62.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6256, Loan Amount: 160.0, Credit History: Unknown, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 6096, Loan Amount: 218.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2253, Loan Amount: 110.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Not Graduate, Applicant Income: 2149, Loan Amount: 178.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2995, Loan Amount: 60.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2600, Loan Amount: 160.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 1600, Loan Amount: 239.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 1025, Loan Amount: 112.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3246, Loan Amount: 138.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5829, Loan Amount: 138.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 2720, Loan Amount: 80.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 1820, Loan Amount: 100.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 7250, Loan Amount: 110.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 14880, Loan Amount: 96.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2666, Loan Amount: 121.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 4606, Loan Amount: 81.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5935, Loan Amount: 133.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2920, Loan Amount: 87.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 2717, Loan Amount: 60.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 8624, Loan Amount: 150.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 6500, Loan Amount: 105.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 12876, Loan Amount: 405.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2425, Loan Amount: 143.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3750, Loan Amount: 100.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: Unknown, Education: Graduate, Applicant Income: 10047, Loan Amount: Unknown, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 1926, Loan Amount: 50.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2213, Loan Amount: Unknown, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 10416, Loan Amount: 187.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Female, Married: Yes, Education: Not Graduate, Applicant Income: 7142, Loan Amount: 138.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3660, Loan Amount: 187.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 7901, Loan Amount: 180.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 4707, Loan Amount: 148.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 37719, Loan Amount: 152.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 7333, Loan Amount: 175.0, Credit History: Unknown, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3466, Loan Amount: 130.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 4652, Loan Amount: 110.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3539, Loan Amount: 55.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3340, Loan Amount: 150.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 2769, Loan Amount: 190.0, Credit History: Unknown, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2309, Loan Amount: 125.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 1958, Loan Amount: 60.0, Credit History: Unknown, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3948, Loan Amount: 149.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2483, Loan Amount: 90.0, Credit History: 0.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 7085, Loan Amount: 84.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3859, Loan Amount: 96.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4301, Loan Amount: 118.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3708, Loan Amount: 173.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 4354, Loan Amount: 136.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 8334, Loan Amount: 160.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Unknown, Married: Yes, Education: Graduate, Applicant Income: 2083, Loan Amount: 160.0, Credit History: Unknown, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 7740, Loan Amount: 128.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3015, Loan Amount: 153.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 5191, Loan Amount: 132.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 4166, Loan Amount: 98.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 6000, Loan Amount: 140.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2947, Loan Amount: 70.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Unknown, Married: Yes, Education: Graduate, Applicant Income: 16692, Loan Amount: 110.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Not Graduate, Applicant Income: 210, Loan Amount: 98.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4333, Loan Amount: 110.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3450, Loan Amount: 162.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2653, Loan Amount: 113.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4691, Loan Amount: 100.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2500, Loan Amount: 93.0, Credit History: Unknown, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 5532, Loan Amount: 162.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 16525, Loan Amount: 150.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6700, Loan Amount: 230.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Unknown, Married: Yes, Education: Graduate, Applicant Income: 2873, Loan Amount: 132.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 16667, Loan Amount: 86.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2947, Loan Amount: Unknown, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 4350, Loan Amount: 154.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3095, Loan Amount: 113.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2083, Loan Amount: 128.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 10833, Loan Amount: 234.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 8333, Loan Amount: 246.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 1958, Loan Amount: 131.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3547, Loan Amount: 80.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 18333, Loan Amount: 500.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4583, Loan Amount: 160.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2435, Loan Amount: 75.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 2699, Loan Amount: 96.0, Credit History: Unknown, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 5333, Loan Amount: 186.0, Credit History: Unknown, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 3691, Loan Amount: 110.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 17263, Loan Amount: 225.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3597, Loan Amount: 119.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 3326, Loan Amount: 105.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2600, Loan Amount: 107.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4625, Loan Amount: 111.0, Credit History: Unknown, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2895, Loan Amount: 95.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 6283, Loan Amount: 209.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 645, Loan Amount: 113.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3159, Loan Amount: 100.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4865, Loan Amount: 208.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 4050, Loan Amount: 138.0, Credit History: Unknown, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3814, Loan Amount: 124.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3510, Loan Amount: 243.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 20833, Loan Amount: 480.0, Credit History: Unknown, Property Area: Urban, Loan Status: Y"
"Gender: Unknown, Married: No, Education: Graduate, Applicant Income: 3583, Loan Amount: 96.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2479, Loan Amount: 188.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 13262, Loan Amount: 40.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 3598, Loan Amount: 100.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6065, Loan Amount: 250.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3283, Loan Amount: 148.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2130, Loan Amount: 70.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 5815, Loan Amount: 311.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3466, Loan Amount: 150.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 2031, Loan Amount: 113.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3074, Loan Amount: 123.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 4683, Loan Amount: 185.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 3400, Loan Amount: 95.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2192, Loan Amount: 45.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2500, Loan Amount: 55.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5677, Loan Amount: 100.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 7948, Loan Amount: 480.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 4680, Loan Amount: Unknown, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 17500, Loan Amount: 400.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3775, Loan Amount: 110.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 5285, Loan Amount: 161.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 2679, Loan Amount: 94.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 6783, Loan Amount: 130.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 1025, Loan Amount: 216.0, Credit History: Unknown, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4281, Loan Amount: 100.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3588, Loan Amount: 110.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 11250, Loan Amount: 196.0, Credit History: Unknown, Property Area: Semiurban, Loan Status: N"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 18165, Loan Amount: 125.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 2550, Loan Amount: 126.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6133, Loan Amount: 324.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3617, Loan Amount: 107.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2917, Loan Amount: 66.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6417, Loan Amount: 157.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 4608, Loan Amount: 140.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2138, Loan Amount: 99.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 3652, Loan Amount: 95.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2239, Loan Amount: 128.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Not Graduate, Applicant Income: 3017, Loan Amount: 102.0, Credit History: Unknown, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2768, Loan Amount: 155.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 3358, Loan Amount: 80.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2526, Loan Amount: 145.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 5000, Loan Amount: 103.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2785, Loan Amount: 110.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6633, Loan Amount: Unknown, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2492, Loan Amount: Unknown, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3333, Loan Amount: 158.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
